SentrixBarcode_A	SentrixPosition_A	Sample_Group	hd_id	gw_id
5443767123	R03C01	NA18545	5443767123_R03C01.txt	gw6.NA18545
6288631101	R04C01	HG02382	6288631101_R04C01.txt	gw6.HG02382
5521374040	R03C01	NA19394	5521374040_R03C01.txt	gw6.NA19394
5460461130	R01C01	HG01125	5460461130_R01C01.txt	gw6.HG01125
6317383035	R01C01	HG02292	6317383035_R01C01.txt	gw6.HG02292
5434246019	R03C01	HG01124	5434246019_R03C01.txt	gw6.HG01124
6298021086	R03C01	HG02442	6298021086_R03C01.txt	gw6.HG02442
5826338022	R04C01	HG02286	5826338022_R04C01.txt	gw6.HG02286
5434246078	R01C01	HG01191	5434246078_R01C01.txt	gw6.HG01191
5460461107	R02C01	HG00112	5460461107_R02C01.txt	gw6.HG00112
5763470070	R01C01	HG01851	5763470070_R01C01.txt	gw6.HG01851
6268201045	R03C01	HG02095	6268201045_R03C01.txt	gw6.HG02095
5434246067	R03C01	NA07048	5434246067_R03C01.txt	gw6.NA07048
5826311069	R03C01	HG01682	5826311069_R03C01.txt	gw6.HG01682
6317383036	R02C01	HG02291	6317383036_R02C01.txt	gw6.HG02291
6268201016	R03C01	HG02111	6268201016_R03C01.txt	gw6.HG02111
5460479100	R03C01	HG01094	5460479100_R03C01.txt	gw6.HG01094
6288236073	R01C01	HG02356	6288236073_R01C01.txt	gw6.HG02356
5826291063	R04C01	HG01967	5826291063_R04C01.txt	gw6.HG01967
5460461122	R03C01	HG00157	5460461122_R03C01.txt	gw6.HG00157
5443767022	R01C01	NA06985	5443767022_R01C01.txt	gw6.NA06985
5460461185	R01C01	NA18553	5460461185_R01C01.txt	gw6.NA18553
5443767018	R04C01	NA18486	5443767018_R04C01.txt	gw6.NA18486
6298021102	R02C01	HG01797	6298021102_R02C01.txt	gw6.HG01797
5767770135	R02C01	NA20872	5767770135_R02C01.txt	gw6.NA20872
5434078035	R02C01	NA20754	5434078035_R02C01.txt	gw6.NA20754
5460479026	R03C01	NA18986	5460479026_R03C01.txt	gw6.NA18986
5460461136	R03C01	NA19795	5460461136_R03C01.txt	gw6.NA19795
5460479014	R03C01	NA19652	5460479014_R03C01.txt	gw6.NA19652
6268201102	R04C01	HG01802	6268201102_R04C01.txt	gw6.HG01802
5460461149	R01C01	NA19213	5460461149_R01C01.txt	gw6.NA19213
5460461163	R04C01	NA20502	5460461163_R04C01.txt	gw6.NA20502
5460461100	R02C01	NA18530	5460461100_R02C01.txt	gw6.NA18530
5434246045	R01C01	NA12006	5434246045_R01C01.txt	gw6.NA12006
5885434016	R03C01	NA20854	5885434016_R03C01.txt	gw6.NA20854
5426529068	R01C01	HG01357	5426529068_R01C01.txt	gw6.HG01357
5434203122	R02C01	HG00671	5434203122_R02C01.txt	gw6.HG00671
5426529067	R01C01	NA18621	5426529067_R01C01.txt	gw6.NA18621
5826320114	R03C01	NA20884	5826320114_R03C01.txt	gw6.NA20884
5460461068	R02C01	NA19982	5460461068_R02C01.txt	gw6.NA19982
5443767140	R01C01	NA20528	5443767140_R01C01.txt	gw6.NA20528
6298021055	R03C01	HG02181	6298021055_R03C01.txt	gw6.HG02181
5426511078	R01C01	NA19119	5426511078_R01C01.txt	gw6.NA19119
5460461130	R03C01	HG00614	5460461130_R03C01.txt	gw6.HG00614
5434203045	R03C01	NA12546	5434203045_R03C01.txt	gw6.NA12546
5443767014	R03C01	NA19380	5443767014_R03C01.txt	gw6.NA19380
5434246052	R04C01	NA19108	5434246052_R04C01.txt	gw6.NA19108
5460479059	R04C01	NA19058	5460479059_R04C01.txt	gw6.NA19058
5528550079	R03C01	NA18628	5528550079_R03C01.txt	gw6.NA18628
5434246014	R02C01	HG01248	5434246014_R02C01.txt	gw6.HG01248
5426529009	R03C01	HG00337	5426529009_R03C01.txt	gw6.HG00337
6312945025	R01C01	HG01985	6312945025_R01C01.txt	gw6.HG01985
6312945025	R04C01	HG02298	6312945025_R04C01.txt	gw6.HG02298
5460444025	R02C01	HG00284	5460444025_R02C01.txt	gw6.HG00284
5434203102	R03C01	HG00524	5434203102_R03C01.txt	gw6.HG00524
5767788035	R02C01	NA20852	5767788035_R02C01.txt	gw6.NA20852
5885434052	R02C01	HG01676	5885434052_R02C01.txt	gw6.HG01676
5460444010	R02C01	NA18868	5460444010_R02C01.txt	gw6.NA18868
6268201027	R04C01	HG02330	6268201027_R04C01.txt	gw6.HG02330
5426529105	R04C01	NA18501	5426529105_R04C01.txt	gw6.NA18501
5434203075	R02C01	HG00178	5434203075_R02C01.txt	gw6.HG00178
5434078117	R03C01	NA20582	5434078117_R03C01.txt	gw6.NA20582
5885434052	R04C01	HG01673	5885434052_R04C01.txt	gw6.HG01673
5443767118	R01C01	HG01507	5443767118_R01C01.txt	gw6.HG01507
5434246092	R02C01	NA19149	5434246092_R02C01.txt	gw6.NA19149
5434078063	R02C01	NA19788	5434078063_R02C01.txt	gw6.NA19788
5434078006	R03C01	HG00272	5434078006_R03C01.txt	gw6.HG00272
6298021044	R04C01	HG01808	6298021044_R04C01.txt	gw6.HG01808
5826354116	R02C01	NA21092	5826354116_R02C01.txt	gw6.NA21092
5443767019	R04C01	HG01623	5443767019_R04C01.txt	gw6.HG01623
6268201043	R01C01	HG02407	6268201043_R01C01.txt	gw6.HG02407
5550888025	R04C01	NA18570	5550888025_R04C01.txt	gw6.NA18570
5434203051	R02C01	HG00185	5434203051_R02C01.txt	gw6.HG00185
6298021024	R03C01	HG02153	6298021024_R03C01.txt	gw6.HG02153
5460452065	R01C01	NA19092	5460452065_R01C01.txt	gw6.NA19092
5767788032	R01C01	HG01762	5767788032_R01C01.txt	gw6.HG01762
6298021060	R02C01	NA20882	6298021060_R02C01.txt	gw6.NA20882
5443767037	R03C01	NA12156	5443767037_R03C01.txt	gw6.NA12156
5885371022	R03C01	HG01939	5885371022_R03C01.txt	gw6.HG01939
5767796027	R01C01	HG01893	5767796027_R01C01.txt	gw6.HG01893
5426529119	R04C01	NA18972	5426529119_R04C01.txt	gw6.NA18972
6317383036	R04C01	HG02395	6317383036_R04C01.txt	gw6.HG02395
6268201016	R04C01	HG02315	6268201016_R04C01.txt	gw6.HG02315
5434203062	R03C01	HG00653	5434203062_R03C01.txt	gw6.HG00653
5460461102	R03C01	NA20769	5460461102_R03C01.txt	gw6.NA20769
5434203039	R04C01	NA18944	5434203039_R04C01.txt	gw6.NA18944
5443767075	R03C01	NA19102	5443767075_R03C01.txt	gw6.NA19102
5473245054	R02C01	NA19072	5473245054_R02C01.txt	gw6.NA19072
5434246019	R02C01	HG01140	5434246019_R02C01.txt	gw6.HG01140
6298021099	R02C01	NA21120	6298021099_R02C01.txt	gw6.NA21120
5885434016	R01C01	NA20891	5885434016_R01C01.txt	gw6.NA20891
5460461190	R01C01	NA12340	5460461190_R01C01.txt	gw6.NA12340
5460461164	R01C01	NA18559	5460461164_R01C01.txt	gw6.NA18559
5460444012	R03C01	NA18933	5460444012_R03C01.txt	gw6.NA18933
6268201099	R04C01	HG01806	6268201099_R04C01.txt	gw6.HG01806
5521374033	R03C01	HG00634	5521374033_R03C01.txt	gw6.HG00634
5767770158	R02C01	HG01945	5767770158_R02C01.txt	gw6.HG01945
5434203129	R01C01	HG00590	5434203129_R01C01.txt	gw6.HG00590
6288631090	R01C01	NA21143	6288631090_R01C01.txt	gw6.NA21143
5528550089	R01C01	NA19067	5528550089_R01C01.txt	gw6.NA19067
5434203123	R04C01	HG00566	5434203123_R04C01.txt	gw6.HG00566
5460479050	R02C01	NA18504	5460479050_R02C01.txt	gw6.NA18504
5528550090	R01C01	HG00102	5528550090_R01C01.txt	gw6.HG00102
5460479014	R04C01	NA19658	5460479014_R04C01.txt	gw6.NA19658
5434078063	R03C01	NA11840	5434078063_R03C01.txt	gw6.NA11840
5460479066	R01C01	NA20513	5460479066_R01C01.txt	gw6.NA20513
6317383040	R01C01	HG02281	6317383040_R01C01.txt	gw6.HG02281
5434203040	R01C01	HG00321	5434203040_R01C01.txt	gw6.HG00321
5443767124	R02C01	NA18995	5443767124_R02C01.txt	gw6.NA18995
5443767032	R04C01	HG01628	5443767032_R04C01.txt	gw6.HG01628
6298021055	R01C01	HG02187	6298021055_R01C01.txt	gw6.HG02187
5434078034	R01C01	HG01052	5434078034_R01C01.txt	gw6.HG01052
5460479060	R01C01	NA18923	5460479060_R01C01.txt	gw6.NA18923
5434246036	R01C01	NA18533	5434246036_R01C01.txt	gw6.NA18533
5443767017	R01C01	NA18552	5443767017_R01C01.txt	gw6.NA18552
5460479066	R03C01	NA19429	5460479066_R03C01.txt	gw6.NA19429
6298012061	R04C01	HG02396	6298012061_R04C01.txt	gw6.HG02396
5460461029	R02C01	HG01075	5460461029_R02C01.txt	gw6.HG01075
5460479026	R02C01	NA19729	5460479026_R02C01.txt	gw6.NA19729
6312937020	R03C01	NA21110	6312937020_R03C01.txt	gw6.NA21110
5434246020	R04C01	HG01107	5434246020_R04C01.txt	gw6.HG01107
5443767040	R03C01	NA19360	5443767040_R03C01.txt	gw6.NA19360
6298012063	R01C01	HG01989	6298012063_R01C01.txt	gw6.HG01989
5767788010	R03C01	HG01927	5767788010_R03C01.txt	gw6.HG01927
5434078067	R03C01	NA18959	5434078067_R03C01.txt	gw6.NA18959
5426529070	R03C01	NA12762	5426529070_R03C01.txt	gw6.NA12762
5434078002	R01C01	NA11829	5434078002_R01C01.txt	gw6.NA11829
5434078113	R03C01	HG00265	5434078113_R03C01.txt	gw6.HG00265
5528550088	R04C01	NA12003	5528550088_R04C01.txt	gw6.NA12003
6288236074	R03C01	NA21114	6288236074_R03C01.txt	gw6.NA21114
5767788028	R03C01	NA20851	5767788028_R03C01.txt	gw6.NA20851
5460461203	R03C01	NA19723	5460461203_R03C01.txt	gw6.NA19723
5460461185	R04C01	NA18567	5460461185_R04C01.txt	gw6.NA18567
5434203125	R03C01	HG00383	5434203125_R03C01.txt	gw6.HG00383
5434078013	R01C01	NA12717	5434078013_R01C01.txt	gw6.NA12717
5460444042	R02C01	NA12287	5460444042_R02C01.txt	gw6.NA12287
5460461036	R02C01	HG01441	5460461036_R02C01.txt	gw6.HG01441
5426529072	R01C01	NA19200	5426529072_R01C01.txt	gw6.NA19200
5434203062	R02C01	HG00327	5434203062_R02C01.txt	gw6.HG00327
5460444039	R01C01	NA19350	5460444039_R01C01.txt	gw6.NA19350
5426529072	R04C01	NA19316	5426529072_R04C01.txt	gw6.NA19316
5460444041	R02C01	HG01489	5460444041_R02C01.txt	gw6.HG01489
5443767116	R04C01	HG00328	5443767116_R04C01.txt	gw6.HG00328
5460444002	R04C01	HG01498	5460444002_R04C01.txt	gw6.HG01498
6298039031	R04C01	HG02250	6298039031_R04C01.txt	gw6.HG02250
5443767095	R02C01	HG01606	5443767095_R02C01.txt	gw6.HG01606
5434078012	R01C01	HG00250	5434078012_R01C01.txt	gw6.HG00250
5826338021	R01C01	NA21103	5826338021_R01C01.txt	gw6.NA21103
5434203125	R04C01	NA19225	5434203125_R04C01.txt	gw6.NA19225
6268201043	R04C01	HG02031	6268201043_R04C01.txt	gw6.HG02031
6298021085	R04C01	HG01795	6298021085_R04C01.txt	gw6.HG01795
5767796087	R01C01	HG02078	5767796087_R01C01.txt	gw6.HG02078
6288236026	R04C01	HG02512	6288236026_R04C01.txt	gw6.HG02512
5434078034	R02C01	HG00608	5434078034_R02C01.txt	gw6.HG00608
6298021058	R04C01	HG01801	6298021058_R04C01.txt	gw6.HG01801
5434203065	R04C01	NA19434	5434203065_R04C01.txt	gw6.NA19434
5767770009	R01C01	NA20890	5767770009_R01C01.txt	gw6.NA20890
5443767145	R04C01	HG01098	5443767145_R04C01.txt	gw6.HG01098
5460461132	R03C01	NA19431	5460461132_R03C01.txt	gw6.NA19431
5460461081	R02C01	HG00107	5460461081_R02C01.txt	gw6.HG00107
5434078101	R02C01	HG00740	5434078101_R02C01.txt	gw6.HG00740
5434203055	R04C01	HG01073	5434203055_R04C01.txt	gw6.HG01073
5826362018	R02C01	HG02057	5826362018_R02C01.txt	gw6.HG02057
5434203061	R02C01	NA18947	5434203061_R02C01.txt	gw6.NA18947
5885371022	R01C01	HG01867	5885371022_R01C01.txt	gw6.HG01867
5460461169	R03C01	NA19384	5460461169_R03C01.txt	gw6.NA19384
6312937077	R03C01	HG02186	6312937077_R03C01.txt	gw6.HG02186
5434246045	R04C01	NA11881	5434246045_R04C01.txt	gw6.NA11881
5826371042	R04C01	HG02220	5826371042_R04C01.txt	gw6.HG02220
5443767029	R03C01	HG00242	5443767029_R03C01.txt	gw6.HG00242
5767796096	R01C01	HG01853	5767796096_R01C01.txt	gw6.HG01853
5460461100	R01C01	NA20518	5460461100_R01C01.txt	gw6.NA20518
5434078006	R04C01	HG00176	5434078006_R04C01.txt	gw6.HG00176
5443767109	R01C01	NA20339	5443767109_R01C01.txt	gw6.NA20339
5434203126	R01C01	HG01365	5434203126_R01C01.txt	gw6.HG01365
5767796024	R02C01	HG02017	5767796024_R02C01.txt	gw6.HG02017
5434203128	R01C01	NA18536	5434203128_R01C01.txt	gw6.NA18536
5426529001	R01C01	NA19059	5426529001_R01C01.txt	gw6.NA19059
5460461101	R02C01	NA20811	5460461101_R02C01.txt	gw6.NA20811
5434246030	R03C01	HG00446	5434246030_R03C01.txt	gw6.HG00446
5434078020	R04C01	HG00473	5434078020_R04C01.txt	gw6.HG00473
5528550082	R02C01	NA19466	5528550082_R02C01.txt	gw6.NA19466
5460452065	R04C01	NA19070	5460452065_R04C01.txt	gw6.NA19070
5885434020	R04C01	HG01858	5885434020_R04C01.txt	gw6.HG01858
5443767148	R03C01	HG00500	5443767148_R03C01.txt	gw6.HG00500
5443767002	R02C01	NA19399	5443767002_R02C01.txt	gw6.NA19399
5460461092	R02C01	HG00662	5460461092_R02C01.txt	gw6.HG00662
5443767001	R01C01	HG01531	5443767001_R01C01.txt	gw6.HG01531
5460461185	R03C01	NA18560	5460461185_R03C01.txt	gw6.NA18560
5767788009	R04C01	HG01596	5767788009_R04C01.txt	gw6.HG01596
6268201005	R02C01	HG02271	6268201005_R02C01.txt	gw6.HG02271
5443767145	R01C01	HG01069	5443767145_R01C01.txt	gw6.HG01069
5460461028	R04C01	NA19346	5460461028_R04C01.txt	gw6.NA19346
5460444008	R01C01	NA19327	5460444008_R01C01.txt	gw6.NA19327
5434246036	R04C01	NA18541	5434246036_R04C01.txt	gw6.NA18541
5473245056	R03C01	NA20296	5473245056_R03C01.txt	gw6.NA20296
6298021094	R03C01	HG02508	6298021094_R03C01.txt	gw6.HG02508
5426529118	R01C01	NA19901	5426529118_R01C01.txt	gw6.NA19901
5443767016	R02C01	NA19430	5443767016_R02C01.txt	gw6.NA19430
5460444025	R03C01	HG01242	5460444025_R03C01.txt	gw6.HG01242
5767788059	R01C01	HG01572	5767788059_R01C01.txt	gw6.HG01572
5826338161	R02C01	HG01686	5826338161_R02C01.txt	gw6.HG01686
5767770150	R04C01	HG02025	5767770150_R04C01.txt	gw6.HG02025
5460461103	R01C01	HG00379	5460461103_R01C01.txt	gw6.HG00379
5434203045	R01C01	NA11893	5434203045_R01C01.txt	gw6.NA11893
5460452060	R03C01	NA12813	5460452060_R03C01.txt	gw6.NA12813
5528550080	R02C01	NA19036	5528550080_R02C01.txt	gw6.NA19036
6317383036	R03C01	HG01794	6317383036_R03C01.txt	gw6.HG01794
6288236026	R01C01	HG02047	6288236026_R01C01.txt	gw6.HG02047
5434203056	R02C01	NA12283	5434203056_R02C01.txt	gw6.NA12283
5885371028	R01C01	NA20897	5885371028_R01C01.txt	gw6.NA20897
5460461214	R03C01	NA19716	5460461214_R03C01.txt	gw6.NA19716
5443767134	R01C01	HG01525	5443767134_R01C01.txt	gw6.HG01525
5826338028	R04C01	HG01595	5826338028_R04C01.txt	gw6.HG01595
5443767105	R03C01	NA12748	5443767105_R03C01.txt	gw6.NA12748
5434203056	R04C01	HG00436	5434203056_R04C01.txt	gw6.HG00436
5460461039	R02C01	NA12763	5460461039_R02C01.txt	gw6.NA12763
5460461121	R02C01	HG01134	5460461121_R02C01.txt	gw6.HG01134
5767796021	R02C01	HG01954	5767796021_R02C01.txt	gw6.HG01954
5460479063	R02C01	HG01188	5460479063_R02C01.txt	gw6.HG01188
6298012108	R03C01	HG02152	6298012108_R03C01.txt	gw6.HG02152
5473245003	R01C01	NA18969	5473245003_R01C01.txt	gw6.NA18969
5528550089	R04C01	NA19064	5528550089_R04C01.txt	gw6.NA19064
5460461033	R01C01	HG00278	5460461033_R01C01.txt	gw6.HG00278
5434078104	R02C01	NA18970	5434078104_R02C01.txt	gw6.NA18970
5460461169	R02C01	NA18561	5460461169_R02C01.txt	gw6.NA18561
5426529118	R02C01	HG00101	5426529118_R02C01.txt	gw6.HG00101
5460461120	R02C01	NA19204	5460461120_R02C01.txt	gw6.NA19204
5443767132	R02C01	NA19099	5443767132_R02C01.txt	gw6.NA19099
5767817095	R01C01	HG01781	5767817095_R01C01.txt	gw6.HG01781
5826291144	R03C01	HG02081	5826291144_R03C01.txt	gw6.HG02081
5443767140	R04C01	NA19749	5443767140_R04C01.txt	gw6.NA19749
5434078027	R04C01	HG00589	5434078027_R04C01.txt	gw6.HG00589
6298021065	R04C01	HG02392	6298021065_R04C01.txt	gw6.HG02392
6317391002	R01C01	HG02484	6317391002_R01C01.txt	gw6.HG02484
5826311068	R04C01	HG01878	5826311068_R04C01.txt	gw6.HG01878
5460444051	R03C01	NA19214	5460444051_R03C01.txt	gw6.NA19214
5443767023	R01C01	HG00365	5443767023_R01C01.txt	gw6.HG00365
6298021085	R01C01	HG02385	6298021085_R01C01.txt	gw6.HG02385
5434203101	R03C01	HG00274	5434203101_R03C01.txt	gw6.HG00274
5826291075	R01C01	HG01874	5826291075_R01C01.txt	gw6.HG01874
5826371002	R01C01	NA21102	5826371002_R01C01.txt	gw6.NA21102
5443767032	R02C01	HG01630	5443767032_R02C01.txt	gw6.HG01630
6268201031	R04C01	HG02337	6268201031_R04C01.txt	gw6.HG02337
6298021028	R04C01	HG01800	6298021028_R04C01.txt	gw6.HG01800
5434203099	R01C01	NA18633	5434203099_R01C01.txt	gw6.NA18633
5460461163	R02C01	NA20826	5460461163_R02C01.txt	gw6.NA20826
5443767019	R02C01	HG01624	5443767019_R02C01.txt	gw6.HG01624
5443767140	R03C01	NA19060	5443767140_R03C01.txt	gw6.NA19060
5460444041	R04C01	HG01461	5460444041_R04C01.txt	gw6.HG01461
5460444026	R04C01	NA20775	5460444026_R04C01.txt	gw6.NA20775
5426529009	R04C01	HG00443	5426529009_R04C01.txt	gw6.HG00443
5460461035	R03C01	NA18960	5460461035_R03C01.txt	gw6.NA18960
6268201016	R01C01	HG02040	6268201016_R01C01.txt	gw6.HG02040
5460479125	R03C01	HG00130	5460479125_R03C01.txt	gw6.HG00130
5434078009	R03C01	NA19776	5434078009_R03C01.txt	gw6.NA19776
5434078078	R04C01	NA18639	5434078078_R04C01.txt	gw6.NA18639
5767788038	R03C01	HG01933	5767788038_R03C01.txt	gw6.HG01933
5443767035	R03C01	HG00234	5443767035_R03C01.txt	gw6.HG00234
5460461102	R01C01	NA20768	5460461102_R01C01.txt	gw6.NA20768
5460461051	R03C01	NA07037	5460461051_R03C01.txt	gw6.NA07037
5528550084	R01C01	NA19446	5528550084_R01C01.txt	gw6.NA19446
5460461110	R01C01	HG00371	5460461110_R01C01.txt	gw6.HG00371
5443767136	R02C01	HG00174	5443767136_R02C01.txt	gw6.HG00174
5460444009	R03C01	HG00534	5460444009_R03C01.txt	gw6.HG00534
5460461088	R02C01	NA19449	5460461088_R02C01.txt	gw6.NA19449
5434203033	R04C01	HG00351	5434203033_R04C01.txt	gw6.HG00351
5460461190	R02C01	HG00308	5460461190_R02C01.txt	gw6.HG00308
5826362027	R04C01	HG01600	5826362027_R04C01.txt	gw6.HG01600
5460461035	R04C01	NA19914	5460461035_R04C01.txt	gw6.NA19914
6298012090	R01C01	HG02283	6298012090_R01C01.txt	gw6.HG02283
5426529120	R01C01	NA19038	5426529120_R01C01.txt	gw6.NA19038
5434203041	R01C01	HG00275	5434203041_R01C01.txt	gw6.HG00275
5426529009	R01C01	HG00472	5426529009_R01C01.txt	gw6.HG00472
5443767028	R04C01	HG00119	5443767028_R04C01.txt	gw6.HG00119
5434246114	R03C01	NA19900	5434246114_R03C01.txt	gw6.NA19900
5434203103	R02C01	HG00543	5434203103_R02C01.txt	gw6.HG00543
5460461088	R03C01	NA20281	5460461088_R03C01.txt	gw6.NA20281
5434246105	R04C01	NA19083	5434246105_R04C01.txt	gw6.NA19083
5434246044	R03C01	NA19663	5434246044_R03C01.txt	gw6.NA19663
5434246113	R04C01	NA20504	5434246113_R04C01.txt	gw6.NA20504
5460452059	R01C01	HG00105	5460452059_R01C01.txt	gw6.HG00105
5460461101	R04C01	NA18873	5460461101_R04C01.txt	gw6.NA18873
5443767148	R01C01	HG00620	5443767148_R01C01.txt	gw6.HG00620
5460444041	R03C01	HG01440	5460444041_R03C01.txt	gw6.HG01440
5826320114	R04C01	NA21116	5826320114_R04C01.txt	gw6.NA21116
5767796124	R04C01	HG01889	5767796124_R04C01.txt	gw6.HG01889
5767788127	R03C01	NA21090	5767788127_R03C01.txt	gw6.NA21090
5826371075	R04C01	NA21115	5826371075_R04C01.txt	gw6.NA21115
5443767006	R04C01	NA20510	5443767006_R04C01.txt	gw6.NA20510
6298021099	R01C01	HG02375	6298021099_R01C01.txt	gw6.HG02375
5826371002	R02C01	NA21098	5826371002_R02C01.txt	gw6.NA21098
5460452059	R04C01	NA20810	5460452059_R04C01.txt	gw6.NA20810
5491005162	R03C01	NA18595	5491005162_R03C01.txt	gw6.NA18595
5767788032	R02C01	HG01850	5767788032_R02C01.txt	gw6.HG01850
5460461128	R04C01	NA19130	5460461128_R04C01.txt	gw6.NA19130
6298021055	R04C01	HG01880	6298021055_R04C01.txt	gw6.HG01880
5460461164	R02C01	NA18582	5460461164_R02C01.txt	gw6.NA18582
5443767035	R01C01	NA19081	5443767035_R01C01.txt	gw6.NA19081
5460461028	R02C01	NA19338	5460461028_R02C01.txt	gw6.NA19338
5434246114	R02C01	NA19908	5434246114_R02C01.txt	gw6.NA19908
5426529051	R01C01	NA18643	5426529051_R01C01.txt	gw6.NA18643
5434203104	R02C01	HG01086	5434203104_R02C01.txt	gw6.HG01086
5434203123	R02C01	HG00125	5434203123_R02C01.txt	gw6.HG00125
5443767034	R04C01	HG00373	5443767034_R04C01.txt	gw6.HG00373
5434246106	R01C01	NA19740	5434246106_R01C01.txt	gw6.NA19740
5460461016	R04C01	NA20506	5460461016_R04C01.txt	gw6.NA20506
6312937062	R04C01	HG02221	6312937062_R04C01.txt	gw6.HG02221
5460452053	R01C01	NA19780	5460452053_R01C01.txt	gw6.NA19780
5434203127	R04C01	HG01149	5434203127_R04C01.txt	gw6.HG01149
5460444015	R02C01	HG00128	5460444015_R02C01.txt	gw6.HG00128
5443767133	R03C01	NA19676	5443767133_R03C01.txt	gw6.NA19676
6298012107	R04C01	HG01816	6298012107_R04C01.txt	gw6.HG01816
5460461007	R01C01	HG01390	5460461007_R01C01.txt	gw6.HG01390
5443767032	R01C01	HG01632	5443767032_R01C01.txt	gw6.HG01632
5460479008	R01C01	NA18525	5460479008_R01C01.txt	gw6.NA18525
6268201045	R01C01	HG02445	6268201045_R01C01.txt	gw6.HG02445
5460461068	R03C01	NA19920	5460461068_R03C01.txt	gw6.NA19920
6268201108	R01C01	HG02260	6268201108_R01C01.txt	gw6.HG02260
6268201031	R03C01	HG02314	6268201031_R03C01.txt	gw6.HG02314
6317383048	R01C01	HG01811	6317383048_R01C01.txt	gw6.HG01811
5460452053	R04C01	NA19651	5460452053_R04C01.txt	gw6.NA19651
5434078024	R03C01	HG00479	5434078024_R03C01.txt	gw6.HG00479
5460479065	R04C01	NA18982	5460479065_R04C01.txt	gw6.NA18982
5767770116	R02C01	NA20866	5767770116_R02C01.txt	gw6.NA20866
6288236025	R02C01	HG02353	6288236025_R02C01.txt	gw6.HG02353
5434078035	R01C01	HG00240	5434078035_R01C01.txt	gw6.HG00240
6298021099	R03C01	HG02061	6298021099_R03C01.txt	gw6.HG02061
6317383035	R04C01	HG02178	6317383035_R04C01.txt	gw6.HG02178
5434203122	R03C01	HG00533	5434203122_R03C01.txt	gw6.HG00533
5767796115	R01C01	HG01921	5767796115_R01C01.txt	gw6.HG01921
5460461029	R04C01	HG01079	5460461029_R04C01.txt	gw6.HG01079
5460461132	R04C01	NA19376	5460461132_R04C01.txt	gw6.NA19376
5826291098	R02C01	HG02003	5826291098_R02C01.txt	gw6.HG02003
6312937019	R04C01	HG02053	6312937019_R04C01.txt	gw6.HG02053
6268201045	R04C01	HG02308	6268201045_R04C01.txt	gw6.HG02308
5460444068	R02C01	NA07357	5460444068_R02C01.txt	gw6.NA07357
6298039030	R04C01	HG02278	6298039030_R04C01.txt	gw6.HG02278
5434246054	R04C01	HG00338	5434246054_R04C01.txt	gw6.HG00338
5443767084	R04C01	HG00254	5443767084_R04C01.txt	gw6.HG00254
5434078116	R04C01	NA18976	5434078116_R04C01.txt	gw6.NA18976
5434246036	R03C01	NA18538	5434246036_R03C01.txt	gw6.NA18538
5460461031	R04C01	HG00329	5460461031_R04C01.txt	gw6.HG00329
6317383040	R04C01	HG02051	6317383040_R04C01.txt	gw6.HG02051
5521374033	R02C01	HG00368	5521374033_R02C01.txt	gw6.HG00368
5434246076	R03C01	NA20800	5434246076_R03C01.txt	gw6.NA20800
5443767134	R04C01	HG01521	5443767134_R04C01.txt	gw6.HG01521
5767788035	R03C01	NA20847	5767788035_R03C01.txt	gw6.NA20847
5460479022	R01C01	HG00366	5460479022_R01C01.txt	gw6.HG00366
5443767118	R04C01	HG01503	5443767118_R04C01.txt	gw6.HG01503
5460461119	R02C01	NA19785	5460461119_R02C01.txt	gw6.NA19785
5426529111	R04C01	NA19152	5426529111_R04C01.txt	gw6.NA19152
5460444012	R02C01	NA19175	5460444012_R02C01.txt	gw6.NA19175
5434203075	R04C01	HG00180	5434203075_R04C01.txt	gw6.HG00180
5767796034	R01C01	HG01974	5767796034_R01C01.txt	gw6.HG01974
5434246101	R04C01	HG00266	5434246101_R04C01.txt	gw6.HG00266
5443767069	R04C01	NA20503	5443767069_R04C01.txt	gw6.NA20503
5460461185	R02C01	NA18565	5460461185_R02C01.txt	gw6.NA18565
5767788010	R02C01	HG02028	5767788010_R02C01.txt	gw6.HG02028
5443767083	R01C01	NA20757	5443767083_R01C01.txt	gw6.NA20757
5434246045	R03C01	NA19794	5434246045_R03C01.txt	gw6.NA19794
5826291075	R02C01	HG01976	5826291075_R02C01.txt	gw6.HG01976
5434078010	R01C01	NA19648	5434078010_R01C01.txt	gw6.NA19648
5426529060	R04C01	NA20334	5426529060_R04C01.txt	gw6.NA20334
5460461109	R04C01	NA19159	5460461109_R04C01.txt	gw6.NA19159
5434203055	R01C01	HG00310	5434203055_R01C01.txt	gw6.HG00310
5460461118	R03C01	NA12383	5460461118_R03C01.txt	gw6.NA12383
6312937077	R02C01	HG01982	6312937077_R02C01.txt	gw6.HG01982
5460461092	R04C01	HG00260	5460461092_R04C01.txt	gw6.HG00260
5434078004	R01C01	HG00238	5434078004_R01C01.txt	gw6.HG00238
5460461169	R04C01	NA12004	5460461169_R04C01.txt	gw6.NA12004
5443767002	R01C01	HG00132	5443767002_R01C01.txt	gw6.HG00132
6298021094	R02C01	HG01799	6298021094_R02C01.txt	gw6.HG01799
5434246019	R04C01	HG01105	5434246019_R04C01.txt	gw6.HG01105
5885434007	R03C01	NA20856	5885434007_R03C01.txt	gw6.NA20856
5434078067	R02C01	NA20520	5434078067_R02C01.txt	gw6.NA20520
5426511078	R02C01	NA19009	5426511078_R02C01.txt	gw6.NA19009
